,Indicator,Country,Date,value,Year,Month
11462,Cumulative number of probable Ebola deaths,Spain,2015-07-31,0.0,2015,7
11463,Cumulative number of suspected Ebola deaths,Spain,2015-07-31,0.0,2015,7
11464,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-07-31,0.0,2015,7
11465,Cumulative number of confirmed Ebola deaths,United States of America,2015-07-31,1.0,2015,7
11466,Cumulative number of probable Ebola deaths,United States of America,2015-07-31,0.0,2015,7
11467,Cumulative number of suspected Ebola deaths,United States of America,2015-07-31,0.0,2015,7
11468,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-07-31,1.0,2015,7
11469,Cumulative number of confirmed Ebola cases,Liberia,2015-08-03,3151.0,2015,8
11470,Cumulative number of suspected Ebola cases,Sierra Leone,2015-08-03,4420.0,2015,8
11471,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-08-03,13402.0,2015,8
11472,Cumulative number of probable Ebola cases,Liberia,2015-08-03,1879.0,2015,8
11473,Cumulative number of confirmed Ebola cases,Sierra Leone,2015-08-03,8695.0,2015,8
11474,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-08-03,10666.0,2015,8
11475,Cumulative number of probable Ebola cases,Sierra Leone,2015-08-03,287.0,2015,8
11476,Cumulative number of confirmed Ebola deaths,Sierra Leone,2015-08-03,3585.0,2015,8
11477,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-08-03,2522.0,2015,8
11478,Cumulative number of suspected Ebola deaths,Sierra Leone,2015-08-03,158.0,2015,8
11479,Cumulative number of suspected Ebola cases,Liberia,2015-08-03,5636.0,2015,8
11480,Cumulative number of probable Ebola deaths,Guinea,2015-08-03,452.0,2015,8
11481,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-08-03,4806.0,2015,8
11482,Cumulative number of probable Ebola deaths,Sierra Leone,2015-08-03,208.0,2015,8
11483,Cumulative number of confirmed Ebola deaths,Guinea,2015-08-03,2070.0,2015,8
11484,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-08-03,3951.0,2015,8
11485,Cumulative number of suspected Ebola cases,Guinea,2015-08-03,7.0,2015,8
11486,Cumulative number of confirmed Ebola cases,Guinea,2015-08-03,3327.0,2015,8
11487,Cumulative number of probable Ebola cases,Guinea,2015-08-03,452.0,2015,8
11488,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-08-03,3786.0,2015,8
11489,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia 2,2015-08-03,2.0,2015,8
11490,Cumulative number of confirmed Ebola deaths,Liberia 2,2015-08-03,2.0,2015,8
11491,Cumulative number of probable Ebola cases,Liberia 2,2015-08-03,0.0,2015,8
11492,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia 2,2015-08-03,6.0,2015,8
11493,Cumulative number of confirmed Ebola cases,Liberia 2,2015-08-03,6.0,2015,8
11494,Cumulative number of confirmed Ebola cases,Italy,2015-08-03,1.0,2015,8
11495,Cumulative number of probable Ebola cases,Italy,2015-08-03,0.0,2015,8
11496,Cumulative number of suspected Ebola cases,Italy,2015-08-03,0.0,2015,8
11497,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-08-03,0.0,2015,8
11498,"Cumulative number of confirmed, probable and suspected Ebola cases",Italy,2015-08-03,1.0,2015,8
11499,Cumulative number of confirmed Ebola cases,United Kingdom,2015-08-03,1.0,2015,8
11500,Cumulative number of probable Ebola cases,United Kingdom,2015-08-03,0.0,2015,8
11501,Cumulative number of suspected Ebola cases,United Kingdom,2015-08-03,0.0,2015,8
11502,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-08-03,0.0,2015,8
11503,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-08-03,1.0,2015,8
11504,Cumulative number of confirmed Ebola cases,Mali,2015-08-03,7.0,2015,8
11505,Cumulative number of probable Ebola cases,Mali,2015-08-03,1.0,2015,8
11506,Cumulative number of suspected Ebola cases,Mali,2015-08-03,0.0,2015,8
11507,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-08-03,6.0,2015,8
11508,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-08-03,8.0,2015,8
11509,Cumulative number of confirmed Ebola cases,Nigeria,2015-08-03,19.0,2015,8
11510,Cumulative number of probable Ebola cases,Nigeria,2015-08-03,1.0,2015,8
11511,Cumulative number of suspected Ebola cases,Nigeria,2015-08-03,0.0,2015,8
11512,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-08-03,20.0,2015,8
11513,Cumulative number of confirmed Ebola cases,Senegal,2015-08-03,1.0,2015,8
11514,Cumulative number of probable Ebola cases,Senegal,2015-08-03,0.0,2015,8
11515,Cumulative number of suspected Ebola cases,Senegal,2015-08-03,0.0,2015,8
11516,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-08-03,1.0,2015,8
11517,Cumulative number of confirmed Ebola cases,Spain,2015-08-03,1.0,2015,8
11518,Cumulative number of probable Ebola cases,Spain,2015-08-03,0.0,2015,8
11519,Cumulative number of suspected Ebola cases,Spain,2015-08-03,0.0,2015,8
11520,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-08-03,1.0,2015,8
11521,Cumulative number of confirmed Ebola cases,United States of America,2015-08-03,4.0,2015,8
11522,Cumulative number of probable Ebola cases,United States of America,2015-08-03,0.0,2015,8
11523,Cumulative number of suspected Ebola cases,United States of America,2015-08-03,0.0,2015,8
11524,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-08-03,4.0,2015,8
11525,Cumulative number of confirmed Ebola deaths,Nigeria,2015-08-03,7.0,2015,8
11526,Cumulative number of probable Ebola deaths,Nigeria,2015-08-03,1.0,2015,8
11527,Cumulative number of suspected Ebola deaths,Nigeria,2015-08-03,0.0,2015,8
11528,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-08-03,8.0,2015,8
11529,Cumulative number of confirmed Ebola deaths,Senegal,2015-08-03,0.0,2015,8
11530,Cumulative number of probable Ebola deaths,Senegal,2015-08-03,0.0,2015,8
11531,Cumulative number of suspected Ebola deaths,Senegal,2015-08-03,0.0,2015,8
11532,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-08-03,0.0,2015,8
11533,Cumulative number of confirmed Ebola deaths,Spain,2015-08-03,0.0,2015,8
11534,Cumulative number of probable Ebola deaths,Spain,2015-08-03,0.0,2015,8
11535,Cumulative number of suspected Ebola deaths,Spain,2015-08-03,0.0,2015,8
11536,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-08-03,0.0,2015,8
11537,Cumulative number of confirmed Ebola deaths,United States of America,2015-08-03,1.0,2015,8
11538,Cumulative number of probable Ebola deaths,United States of America,2015-08-03,0.0,2015,8
11539,Cumulative number of suspected Ebola deaths,United States of America,2015-08-03,0.0,2015,8
11540,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-08-03,1.0,2015,8
11541,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-08-04,4806.0,2015,8
11542,Cumulative number of confirmed Ebola cases,Liberia,2015-08-04,3151.0,2015,8
11543,Cumulative number of probable Ebola cases,Liberia,2015-08-04,1879.0,2015,8
11544,Cumulative number of suspected Ebola cases,Sierra Leone,2015-08-04,4424.0,2015,8
11545,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-08-04,3951.0,2015,8
11546,Cumulative number of suspected Ebola cases,Liberia,2015-08-04,5636.0,2015,8
11547,Cumulative number of probable Ebola cases,Sierra Leone,2015-08-04,287.0,2015,8
11548,Cumulative number of confirmed Ebola deaths,Sierra Leone,2015-08-04,3585.0,2015,8
11549,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-08-04,13406.0,2015,8
11550,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-08-04,10666.0,2015,8
11551,Cumulative number of suspected Ebola deaths,Sierra Leone,2015-08-04,158.0,2015,8
11552,Cumulative number of probable Ebola deaths,Guinea,2015-08-04,452.0,2015,8
11553,Cumulative number of confirmed Ebola cases,Guinea,2015-08-04,3327.0,2015,8
11554,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-08-04,2522.0,2015,8
11555,Cumulative number of probable Ebola cases,Guinea,2015-08-04,452.0,2015,8
11556,Cumulative number of suspected Ebola cases,Guinea,2015-08-04,5.0,2015,8
11557,Cumulative number of probable Ebola deaths,Sierra Leone,2015-08-04,208.0,2015,8
11558,Cumulative number of confirmed Ebola cases,Sierra Leone,2015-08-04,8695.0,2015,8
11559,Cumulative number of confirmed Ebola deaths,Guinea,2015-08-04,2070.0,2015,8
11560,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-08-04,3784.0,2015,8
11561,Cumulative number of probable Ebola cases,Liberia 2,2015-08-04,0.0,2015,8
11562,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia 2,2015-08-04,2.0,2015,8
11563,Cumulative number of confirmed Ebola cases,Liberia 2,2015-08-04,6.0,2015,8
11564,Cumulative number of confirmed Ebola deaths,Liberia 2,2015-08-04,2.0,2015,8
11565,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia 2,2015-08-04,6.0,2015,8
11566,Cumulative number of confirmed Ebola cases,Italy,2015-08-04,1.0,2015,8
11567,Cumulative number of probable Ebola cases,Italy,2015-08-04,0.0,2015,8
11568,Cumulative number of suspected Ebola cases,Italy,2015-08-04,0.0,2015,8
11569,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-08-04,0.0,2015,8
11570,"Cumulative number of confirmed, probable and suspected Ebola cases",Italy,2015-08-04,1.0,2015,8
11571,Cumulative number of confirmed Ebola cases,United Kingdom,2015-08-04,1.0,2015,8
11572,Cumulative number of probable Ebola cases,United Kingdom,2015-08-04,0.0,2015,8
11573,Cumulative number of suspected Ebola cases,United Kingdom,2015-08-04,0.0,2015,8
11574,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-08-04,0.0,2015,8
11575,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-08-04,1.0,2015,8
11576,Cumulative number of confirmed Ebola cases,Mali,2015-08-04,7.0,2015,8
11577,Cumulative number of probable Ebola cases,Mali,2015-08-04,1.0,2015,8
11578,Cumulative number of suspected Ebola cases,Mali,2015-08-04,0.0,2015,8
11579,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-08-04,6.0,2015,8
11580,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-08-04,8.0,2015,8
11581,Cumulative number of confirmed Ebola cases,Nigeria,2015-08-04,19.0,2015,8
11582,Cumulative number of probable Ebola cases,Nigeria,2015-08-04,1.0,2015,8
11583,Cumulative number of suspected Ebola cases,Nigeria,2015-08-04,0.0,2015,8
11584,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-08-04,20.0,2015,8
11585,Cumulative number of confirmed Ebola cases,Senegal,2015-08-04,1.0,2015,8
11586,Cumulative number of probable Ebola cases,Senegal,2015-08-04,0.0,2015,8
11587,Cumulative number of suspected Ebola cases,Senegal,2015-08-04,0.0,2015,8
11588,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-08-04,1.0,2015,8
11589,Cumulative number of confirmed Ebola cases,Spain,2015-08-04,1.0,2015,8
11590,Cumulative number of probable Ebola cases,Spain,2015-08-04,0.0,2015,8
11591,Cumulative number of suspected Ebola cases,Spain,2015-08-04,0.0,2015,8
11592,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-08-04,1.0,2015,8
11593,Cumulative number of confirmed Ebola cases,United States of America,2015-08-04,4.0,2015,8
11594,Cumulative number of probable Ebola cases,United States of America,2015-08-04,0.0,2015,8
11595,Cumulative number of suspected Ebola cases,United States of America,2015-08-04,0.0,2015,8
11596,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-08-04,4.0,2015,8
11597,Cumulative number of confirmed Ebola deaths,Nigeria,2015-08-04,7.0,2015,8
11598,Cumulative number of probable Ebola deaths,Nigeria,2015-08-04,1.0,2015,8
11599,Cumulative number of suspected Ebola deaths,Nigeria,2015-08-04,0.0,2015,8
11600,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-08-04,8.0,2015,8
11601,Cumulative number of confirmed Ebola deaths,Senegal,2015-08-04,0.0,2015,8
11602,Cumulative number of probable Ebola deaths,Senegal,2015-08-04,0.0,2015,8
11603,Cumulative number of suspected Ebola deaths,Senegal,2015-08-04,0.0,2015,8
11604,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-08-04,0.0,2015,8
11605,Cumulative number of confirmed Ebola deaths,Spain,2015-08-04,0.0,2015,8
11606,Cumulative number of probable Ebola deaths,Spain,2015-08-04,0.0,2015,8
11607,Cumulative number of suspected Ebola deaths,Spain,2015-08-04,0.0,2015,8
11608,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-08-04,0.0,2015,8
11609,Cumulative number of confirmed Ebola deaths,United States of America,2015-08-04,1.0,2015,8
11610,Cumulative number of probable Ebola deaths,United States of America,2015-08-04,0.0,2015,8
11611,Cumulative number of suspected Ebola deaths,United States of America,2015-08-04,0.0,2015,8
11612,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-08-04,1.0,2015,8
11613,Cumulative number of suspected Ebola cases,Liberia,2015-08-05,5636.0,2015,8
11614,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-08-05,4806.0,2015,8
11615,Cumulative number of suspected Ebola deaths,Sierra Leone,2015-08-05,158.0,2015,8
11616,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Guinea,2015-08-05,27.0,2015,8
11617,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-08-05,13406.0,2015,8
11618,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-08-05,2522.0,2015,8
11619,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Sierra Leone,2015-08-05,7.0,2015,8
11620,Cumulative number of probable Ebola deaths,Guinea,2015-08-05,452.0,2015,8
11621,Cumulative number of confirmed Ebola cases,Liberia,2015-08-05,3151.0,2015,8
11622,Cumulative number of confirmed Ebola deaths,Sierra Leone,2015-08-05,3585.0,2015,8
11623,Cumulative number of probable Ebola deaths,Sierra Leone,2015-08-05,208.0,2015,8
11624,Cumulative number of probable Ebola cases,Sierra Leone,2015-08-05,287.0,2015,8
11625,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-08-05,3784.0,2015,8
11626,Cumulative number of confirmed Ebola cases,Guinea,2015-08-05,3327.0,2015,8
11627,Cumulative number of probable Ebola cases,Guinea,2015-08-05,452.0,2015,8
11628,Cumulative number of confirmed Ebola cases,Sierra Leone,2015-08-05,8695.0,2015,8
11629,Cumulative number of suspected Ebola cases,Guinea,2015-08-05,5.0,2015,8
11630,Number of confirmed Ebola cases in the last 21 days,Sierra Leone,2015-08-05,7.0,2015,8
11631,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-08-05,10666.0,2015,8
11632,Cumulative number of suspected Ebola cases,Sierra Leone,2015-08-05,4424.0,2015,8
11633,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-08-05,3951.0,2015,8
11634,Number of confirmed Ebola cases in the last 21 days,Guinea,2015-08-05,27.0,2015,8
11635,Cumulative number of probable Ebola cases,Liberia,2015-08-05,1879.0,2015,8
11636,Cumulative number of confirmed Ebola deaths,Guinea,2015-08-05,2070.0,2015,8
11637,Cumulative number of confirmed Ebola deaths,Liberia 2,2015-08-05,2.0,2015,8
11638,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia 2,2015-08-05,6.0,2015,8
11639,Cumulative number of probable Ebola cases,Liberia 2,2015-08-05,0.0,2015,8
11640,Number of confirmed Ebola cases in the last 21 days,Liberia 2,2015-08-05,0.0,2015,8
11641,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia 2,2015-08-05,2.0,2015,8
11642,Cumulative number of confirmed Ebola cases,Liberia 2,2015-08-05,6.0,2015,8
11643,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Liberia 2,2015-08-05,0.0,2015,8
11644,Cumulative number of confirmed Ebola cases,Italy,2015-08-05,1.0,2015,8
11645,Cumulative number of probable Ebola cases,Italy,2015-08-05,0.0,2015,8
11646,Cumulative number of suspected Ebola cases,Italy,2015-08-05,0.0,2015,8
11647,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-08-05,0.0,2015,8
