,Indicator,Country,Date,value,Year,Month
11151,Cumulative number of confirmed Ebola cases,Spain,2015-07-27,1.0,2015,7
11152,Cumulative number of probable Ebola cases,Spain,2015-07-27,0.0,2015,7
11153,Cumulative number of suspected Ebola cases,Spain,2015-07-27,0.0,2015,7
11154,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-07-27,1.0,2015,7
11155,Cumulative number of confirmed Ebola cases,United States of America,2015-07-27,4.0,2015,7
11156,Cumulative number of probable Ebola cases,United States of America,2015-07-27,0.0,2015,7
11157,Cumulative number of suspected Ebola cases,United States of America,2015-07-27,0.0,2015,7
11158,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-07-27,4.0,2015,7
11159,Cumulative number of confirmed Ebola deaths,Nigeria,2015-07-27,7.0,2015,7
11160,Cumulative number of probable Ebola deaths,Nigeria,2015-07-27,1.0,2015,7
11161,Cumulative number of suspected Ebola deaths,Nigeria,2015-07-27,0.0,2015,7
11162,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-07-27,8.0,2015,7
11163,Cumulative number of confirmed Ebola deaths,Senegal,2015-07-27,0.0,2015,7
11164,Cumulative number of probable Ebola deaths,Senegal,2015-07-27,0.0,2015,7
11165,Cumulative number of suspected Ebola deaths,Senegal,2015-07-27,0.0,2015,7
11166,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-07-27,0.0,2015,7
11167,Cumulative number of confirmed Ebola deaths,Spain,2015-07-27,0.0,2015,7
11168,Cumulative number of probable Ebola deaths,Spain,2015-07-27,0.0,2015,7
11169,Cumulative number of suspected Ebola deaths,Spain,2015-07-27,0.0,2015,7
11170,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-07-27,0.0,2015,7
11171,Cumulative number of confirmed Ebola deaths,United States of America,2015-07-27,1.0,2015,7
11172,Cumulative number of probable Ebola deaths,United States of America,2015-07-27,0.0,2015,7
11173,Cumulative number of suspected Ebola deaths,United States of America,2015-07-27,0.0,2015,7
11174,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-07-27,1.0,2015,7
11175,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-07-28,3786.0,2015,7
11176,Cumulative number of confirmed Ebola cases,Guinea,2015-07-28,3326.0,2015,7
11177,Cumulative number of probable Ebola cases,Guinea,2015-07-28,451.0,2015,7
11178,Cumulative number of suspected Ebola cases,Guinea,2015-07-28,9.0,2015,7
11179,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-07-28,2520.0,2015,7
11180,Cumulative number of confirmed Ebola deaths,Guinea,2015-07-28,2069.0,2015,7
11181,Cumulative number of probable Ebola deaths,Guinea,2015-07-28,451.0,2015,7
11182,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-07-28,10666.0,2015,7
11183,Cumulative number of confirmed Ebola cases,Liberia,2015-07-28,3151.0,2015,7
11184,Cumulative number of probable Ebola cases,Liberia,2015-07-28,1879.0,2015,7
11185,Cumulative number of suspected Ebola cases,Liberia,2015-07-28,5636.0,2015,7
11186,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-07-28,4806.0,2015,7
11187,Cumulative number of probable Ebola cases,Sierra Leone,2015-07-28,287.0,2015,7
11188,Cumulative number of suspected Ebola cases,Sierra Leone,2015-07-28,4309.0,2015,7
11189,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-07-28,3951.0,2015,7
11190,Cumulative number of confirmed Ebola deaths,Sierra Leone,2015-07-28,3585.0,2015,7
11191,Cumulative number of probable Ebola deaths,Sierra Leone,2015-07-28,208.0,2015,7
11192,Cumulative number of suspected Ebola deaths,Sierra Leone,2015-07-28,158.0,2015,7
11193,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-07-28,13290.0,2015,7
11194,Cumulative number of confirmed Ebola cases,Sierra Leone,2015-07-28,8694.0,2015,7
11195,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia 2,2015-07-28,7.0,2015,7
11196,Cumulative number of confirmed Ebola cases,Liberia 2,2015-07-28,6.0,2015,7
11197,Cumulative number of probable Ebola cases,Liberia 2,2015-07-28,1.0,2015,7
11198,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia 2,2015-07-28,2.0,2015,7
11199,Cumulative number of confirmed Ebola deaths,Liberia 2,2015-07-28,2.0,2015,7
11200,Cumulative number of confirmed Ebola cases,Italy,2015-07-28,1.0,2015,7
11201,Cumulative number of probable Ebola cases,Italy,2015-07-28,0.0,2015,7
11202,Cumulative number of suspected Ebola cases,Italy,2015-07-28,0.0,2015,7
11203,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-07-28,0.0,2015,7
11204,"Cumulative number of confirmed, probable and suspected Ebola cases",Italy,2015-07-28,1.0,2015,7
11205,Cumulative number of confirmed Ebola cases,United Kingdom,2015-07-28,1.0,2015,7
11206,Cumulative number of probable Ebola cases,United Kingdom,2015-07-28,0.0,2015,7
11207,Cumulative number of suspected Ebola cases,United Kingdom,2015-07-28,0.0,2015,7
11208,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-07-28,0.0,2015,7
11209,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-07-28,1.0,2015,7
11210,Cumulative number of confirmed Ebola cases,Mali,2015-07-28,7.0,2015,7
11211,Cumulative number of probable Ebola cases,Mali,2015-07-28,1.0,2015,7
11212,Cumulative number of suspected Ebola cases,Mali,2015-07-28,0.0,2015,7
11213,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-07-28,6.0,2015,7
11214,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-07-28,8.0,2015,7
11215,Cumulative number of confirmed Ebola cases,Nigeria,2015-07-28,19.0,2015,7
11216,Cumulative number of probable Ebola cases,Nigeria,2015-07-28,1.0,2015,7
11217,Cumulative number of suspected Ebola cases,Nigeria,2015-07-28,0.0,2015,7
11218,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-07-28,20.0,2015,7
11219,Cumulative number of confirmed Ebola cases,Senegal,2015-07-28,1.0,2015,7
11220,Cumulative number of probable Ebola cases,Senegal,2015-07-28,0.0,2015,7
11221,Cumulative number of suspected Ebola cases,Senegal,2015-07-28,0.0,2015,7
11222,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-07-28,1.0,2015,7
11223,Cumulative number of confirmed Ebola cases,Spain,2015-07-28,1.0,2015,7
11224,Cumulative number of probable Ebola cases,Spain,2015-07-28,0.0,2015,7
11225,Cumulative number of suspected Ebola cases,Spain,2015-07-28,0.0,2015,7
11226,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-07-28,1.0,2015,7
11227,Cumulative number of confirmed Ebola cases,United States of America,2015-07-28,4.0,2015,7
11228,Cumulative number of probable Ebola cases,United States of America,2015-07-28,0.0,2015,7
11229,Cumulative number of suspected Ebola cases,United States of America,2015-07-28,0.0,2015,7
11230,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-07-28,4.0,2015,7
11231,Cumulative number of confirmed Ebola deaths,Nigeria,2015-07-28,7.0,2015,7
11232,Cumulative number of probable Ebola deaths,Nigeria,2015-07-28,1.0,2015,7
11233,Cumulative number of suspected Ebola deaths,Nigeria,2015-07-28,0.0,2015,7
11234,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-07-28,8.0,2015,7
11235,Cumulative number of confirmed Ebola deaths,Senegal,2015-07-28,0.0,2015,7
11236,Cumulative number of probable Ebola deaths,Senegal,2015-07-28,0.0,2015,7
11237,Cumulative number of suspected Ebola deaths,Senegal,2015-07-28,0.0,2015,7
11238,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-07-28,0.0,2015,7
11239,Cumulative number of confirmed Ebola deaths,Spain,2015-07-28,0.0,2015,7
11240,Cumulative number of probable Ebola deaths,Spain,2015-07-28,0.0,2015,7
11241,Cumulative number of suspected Ebola deaths,Spain,2015-07-28,0.0,2015,7
11242,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-07-28,0.0,2015,7
11243,Cumulative number of confirmed Ebola deaths,United States of America,2015-07-28,1.0,2015,7
11244,Cumulative number of probable Ebola deaths,United States of America,2015-07-28,0.0,2015,7
11245,Cumulative number of suspected Ebola deaths,United States of America,2015-07-28,0.0,2015,7
11246,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-07-28,1.0,2015,7
11247,Cumulative number of probable Ebola cases,Guinea,2015-07-29,451.0,2015,7
11248,Cumulative number of confirmed Ebola deaths,Sierra Leone,2015-07-29,3585.0,2015,7
11249,Cumulative number of confirmed Ebola deaths,Guinea,2015-07-29,2069.0,2015,7
11250,Cumulative number of probable Ebola cases,Sierra Leone,2015-07-29,287.0,2015,7
11251,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-07-29,3786.0,2015,7
11252,Cumulative number of confirmed Ebola cases,Liberia,2015-07-29,3151.0,2015,7
11253,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Guinea,2015-07-29,39.0,2015,7
11254,Number of confirmed Ebola cases in the last 21 days,Guinea,2015-07-29,39.0,2015,7
11255,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-07-29,13290.0,2015,7
11256,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-07-29,4806.0,2015,7
11257,Number of confirmed Ebola cases in the last 21 days,Sierra Leone,2015-07-29,20.0,2015,7
11258,Cumulative number of suspected Ebola cases,Sierra Leone,2015-07-29,4309.0,2015,7
11259,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-07-29,3951.0,2015,7
11260,Cumulative number of probable Ebola cases,Liberia,2015-07-29,1879.0,2015,7
11261,Cumulative number of confirmed Ebola cases,Sierra Leone,2015-07-29,8694.0,2015,7
11262,Cumulative number of suspected Ebola cases,Liberia,2015-07-29,5636.0,2015,7
11263,Cumulative number of suspected Ebola deaths,Sierra Leone,2015-07-29,158.0,2015,7
11264,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-07-29,10666.0,2015,7
11265,Cumulative number of suspected Ebola cases,Guinea,2015-07-29,9.0,2015,7
11266,Cumulative number of probable Ebola deaths,Sierra Leone,2015-07-29,208.0,2015,7
11267,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-07-29,2520.0,2015,7
11268,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Sierra Leone,2015-07-29,20.0,2015,7
11269,Cumulative number of confirmed Ebola cases,Guinea,2015-07-29,3326.0,2015,7
11270,Cumulative number of probable Ebola deaths,Guinea,2015-07-29,451.0,2015,7
11271,Number of confirmed Ebola cases in the last 21 days,Liberia 2,2015-07-29,3.0,2015,7
11272,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia 2,2015-07-29,2.0,2015,7
11273,Cumulative number of confirmed Ebola cases,Liberia 2,2015-07-29,6.0,2015,7
11274,"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Liberia 2,2015-07-29,3.0,2015,7
11275,Cumulative number of confirmed Ebola deaths,Liberia 2,2015-07-29,2.0,2015,7
11276,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia 2,2015-07-29,6.0,2015,7
11277,Cumulative number of probable Ebola cases,Liberia 2,2015-07-29,0.0,2015,7
11278,Cumulative number of confirmed Ebola cases,Italy,2015-07-29,1.0,2015,7
11279,Cumulative number of probable Ebola cases,Italy,2015-07-29,0.0,2015,7
11280,Cumulative number of suspected Ebola cases,Italy,2015-07-29,0.0,2015,7
11281,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-07-29,0.0,2015,7
11282,"Cumulative number of confirmed, probable and suspected Ebola cases",Italy,2015-07-29,1.0,2015,7
11283,Cumulative number of confirmed Ebola cases,United Kingdom,2015-07-29,1.0,2015,7
11284,Cumulative number of probable Ebola cases,United Kingdom,2015-07-29,0.0,2015,7
11285,Cumulative number of suspected Ebola cases,United Kingdom,2015-07-29,0.0,2015,7
11286,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-07-29,0.0,2015,7
11287,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-07-29,1.0,2015,7
11288,Cumulative number of confirmed Ebola cases,Mali,2015-07-29,7.0,2015,7
11289,Cumulative number of probable Ebola cases,Mali,2015-07-29,1.0,2015,7
11290,Cumulative number of suspected Ebola cases,Mali,2015-07-29,0.0,2015,7
11291,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-07-29,6.0,2015,7
11292,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-07-29,8.0,2015,7
11293,Cumulative number of confirmed Ebola cases,Nigeria,2015-07-29,19.0,2015,7
11294,Cumulative number of probable Ebola cases,Nigeria,2015-07-29,1.0,2015,7
11295,Cumulative number of suspected Ebola cases,Nigeria,2015-07-29,0.0,2015,7
11296,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-07-29,20.0,2015,7
11297,Cumulative number of confirmed Ebola cases,Senegal,2015-07-29,1.0,2015,7
11298,Cumulative number of probable Ebola cases,Senegal,2015-07-29,0.0,2015,7
11299,Cumulative number of suspected Ebola cases,Senegal,2015-07-29,0.0,2015,7
11300,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-07-29,1.0,2015,7
11301,Cumulative number of confirmed Ebola cases,Spain,2015-07-29,1.0,2015,7
11302,Cumulative number of probable Ebola cases,Spain,2015-07-29,0.0,2015,7
11303,Cumulative number of suspected Ebola cases,Spain,2015-07-29,0.0,2015,7
11304,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-07-29,1.0,2015,7
11305,Cumulative number of confirmed Ebola cases,United States of America,2015-07-29,4.0,2015,7
11306,Cumulative number of probable Ebola cases,United States of America,2015-07-29,0.0,2015,7
11307,Cumulative number of suspected Ebola cases,United States of America,2015-07-29,0.0,2015,7
11308,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-07-29,4.0,2015,7
11309,Cumulative number of confirmed Ebola deaths,Nigeria,2015-07-29,7.0,2015,7
11310,Cumulative number of probable Ebola deaths,Nigeria,2015-07-29,1.0,2015,7
11311,Cumulative number of suspected Ebola deaths,Nigeria,2015-07-29,0.0,2015,7
11312,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-07-29,8.0,2015,7
11313,Cumulative number of confirmed Ebola deaths,Senegal,2015-07-29,0.0,2015,7
11314,Cumulative number of probable Ebola deaths,Senegal,2015-07-29,0.0,2015,7
11315,Cumulative number of suspected Ebola deaths,Senegal,2015-07-29,0.0,2015,7
11316,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-07-29,0.0,2015,7
11317,Cumulative number of confirmed Ebola deaths,Spain,2015-07-29,0.0,2015,7
11318,Cumulative number of probable Ebola deaths,Spain,2015-07-29,0.0,2015,7
11319,Cumulative number of suspected Ebola deaths,Spain,2015-07-29,0.0,2015,7
11320,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-07-29,0.0,2015,7
11321,Cumulative number of confirmed Ebola deaths,United States of America,2015-07-29,1.0,2015,7
11322,Cumulative number of probable Ebola deaths,United States of America,2015-07-29,0.0,2015,7
11323,Cumulative number of suspected Ebola deaths,United States of America,2015-07-29,0.0,2015,7
11324,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-07-29,1.0,2015,7
11325,Cumulative number of confirmed Ebola deaths,Sierra Leone,2015-07-30,3585.0,2015,7
11326,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-07-30,4806.0,2015,7
11327,Cumulative number of probable Ebola deaths,Sierra Leone,2015-07-30,208.0,2015,7
11328,Cumulative number of suspected Ebola deaths,Sierra Leone,2015-07-30,158.0,2015,7
11329,Cumulative number of confirmed Ebola cases,Liberia,2015-07-30,3151.0,2015,7
11330,Cumulative number of suspected Ebola cases,Sierra Leone,2015-07-30,4398.0,2015,7
11331,Cumulative number of probable Ebola cases,Guinea,2015-07-30,452.0,2015,7
11332,Cumulative number of confirmed Ebola cases,Sierra Leone,2015-07-30,8694.0,2015,7
11333,Cumulative number of suspected Ebola cases,Liberia,2015-07-30,5636.0,2015,7
11334,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-07-30,3785.0,2015,7
11335,Cumulative number of probable Ebola cases,Sierra Leone,2015-07-30,287.0,2015,7
11336,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-07-30,13379.0,2015,7
11337,Cumulative number of confirmed Ebola cases,Guinea,2015-07-30,3326.0,2015,7
11338,Cumulative number of probable Ebola cases,Liberia,2015-07-30,1879.0,2015,7
11339,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-07-30,10666.0,2015,7
11340,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-07-30,3951.0,2015,7
11341,Cumulative number of suspected Ebola cases,Guinea,2015-07-30,7.0,2015,7
11342,Cumulative number of probable Ebola deaths,Guinea,2015-07-30,452.0,2015,7
11343,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-07-30,2521.0,2015,7
11344,Cumulative number of confirmed Ebola deaths,Guinea,2015-07-30,2069.0,2015,7
11345,Cumulative number of probable Ebola cases,Liberia 2,2015-07-30,0.0,2015,7
11346,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia 2,2015-07-30,6.0,2015,7
11347,Cumulative number of confirmed Ebola cases,Liberia 2,2015-07-30,6.0,2015,7
11348,Cumulative number of confirmed Ebola deaths,Liberia 2,2015-07-30,2.0,2015,7
11349,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia 2,2015-07-30,2.0,2015,7
11350,Cumulative number of confirmed Ebola cases,Italy,2015-07-30,1.0,2015,7
11351,Cumulative number of probable Ebola cases,Italy,2015-07-30,0.0,2015,7
11352,Cumulative number of suspected Ebola cases,Italy,2015-07-30,0.0,2015,7
11353,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-07-30,0.0,2015,7
11354,"Cumulative number of confirmed, probable and suspected Ebola cases",Italy,2015-07-30,1.0,2015,7
11355,Cumulative number of confirmed Ebola cases,United Kingdom,2015-07-30,1.0,2015,7
11356,Cumulative number of probable Ebola cases,United Kingdom,2015-07-30,0.0,2015,7
11357,Cumulative number of suspected Ebola cases,United Kingdom,2015-07-30,0.0,2015,7
11358,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-07-30,0.0,2015,7
11359,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-07-30,1.0,2015,7
11360,Cumulative number of confirmed Ebola cases,Mali,2015-07-30,7.0,2015,7
11361,Cumulative number of probable Ebola cases,Mali,2015-07-30,1.0,2015,7
11362,Cumulative number of suspected Ebola cases,Mali,2015-07-30,0.0,2015,7
11363,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-07-30,6.0,2015,7
11364,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-07-30,8.0,2015,7
11365,Cumulative number of confirmed Ebola cases,Nigeria,2015-07-30,19.0,2015,7
11366,Cumulative number of probable Ebola cases,Nigeria,2015-07-30,1.0,2015,7
11367,Cumulative number of suspected Ebola cases,Nigeria,2015-07-30,0.0,2015,7
11368,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-07-30,20.0,2015,7
11369,Cumulative number of confirmed Ebola cases,Senegal,2015-07-30,1.0,2015,7
11370,Cumulative number of probable Ebola cases,Senegal,2015-07-30,0.0,2015,7
11371,Cumulative number of suspected Ebola cases,Senegal,2015-07-30,0.0,2015,7
11372,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-07-30,1.0,2015,7
11373,Cumulative number of confirmed Ebola cases,Spain,2015-07-30,1.0,2015,7
11374,Cumulative number of probable Ebola cases,Spain,2015-07-30,0.0,2015,7
11375,Cumulative number of suspected Ebola cases,Spain,2015-07-30,0.0,2015,7
11376,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-07-30,1.0,2015,7
11377,Cumulative number of confirmed Ebola cases,United States of America,2015-07-30,4.0,2015,7
11378,Cumulative number of probable Ebola cases,United States of America,2015-07-30,0.0,2015,7
11379,Cumulative number of suspected Ebola cases,United States of America,2015-07-30,0.0,2015,7
11380,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-07-30,4.0,2015,7
11381,Cumulative number of confirmed Ebola deaths,Nigeria,2015-07-30,7.0,2015,7
11382,Cumulative number of probable Ebola deaths,Nigeria,2015-07-30,1.0,2015,7
11383,Cumulative number of suspected Ebola deaths,Nigeria,2015-07-30,0.0,2015,7
11384,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-07-30,8.0,2015,7
11385,Cumulative number of confirmed Ebola deaths,Senegal,2015-07-30,0.0,2015,7
11386,Cumulative number of probable Ebola deaths,Senegal,2015-07-30,0.0,2015,7
11387,Cumulative number of suspected Ebola deaths,Senegal,2015-07-30,0.0,2015,7
11388,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-07-30,0.0,2015,7
11389,Cumulative number of confirmed Ebola deaths,Spain,2015-07-30,0.0,2015,7
11390,Cumulative number of probable Ebola deaths,Spain,2015-07-30,0.0,2015,7
11391,Cumulative number of suspected Ebola deaths,Spain,2015-07-30,0.0,2015,7
11392,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-07-30,0.0,2015,7
11393,Cumulative number of confirmed Ebola deaths,United States of America,2015-07-30,1.0,2015,7
11394,Cumulative number of probable Ebola deaths,United States of America,2015-07-30,0.0,2015,7
11395,Cumulative number of suspected Ebola deaths,United States of America,2015-07-30,0.0,2015,7
11396,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-07-30,1.0,2015,7
11397,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-07-31,4806.0,2015,7
11398,Cumulative number of probable Ebola cases,Sierra Leone,2015-07-31,287.0,2015,7
11399,Cumulative number of confirmed Ebola cases,Guinea,2015-07-31,3326.0,2015,7
11400,Cumulative number of probable Ebola cases,Liberia,2015-07-31,1879.0,2015,7
11401,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-07-31,3951.0,2015,7
11402,Cumulative number of suspected Ebola cases,Guinea,2015-07-31,3.0,2015,7
11403,Cumulative number of probable Ebola deaths,Sierra Leone,2015-07-31,208.0,2015,7
11404,Cumulative number of suspected Ebola deaths,Sierra Leone,2015-07-31,158.0,2015,7
11405,"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-07-31,3781.0,2015,7
11406,Cumulative number of confirmed Ebola deaths,Sierra Leone,2015-07-31,3585.0,2015,7
11407,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-07-31,2521.0,2015,7
11408,Cumulative number of suspected Ebola cases,Sierra Leone,2015-07-31,4406.0,2015,7
11409,Cumulative number of probable Ebola cases,Guinea,2015-07-31,452.0,2015,7
11410,Cumulative number of suspected Ebola cases,Liberia,2015-07-31,5636.0,2015,7
11411,Cumulative number of probable Ebola deaths,Guinea,2015-07-31,452.0,2015,7
11412,Cumulative number of confirmed Ebola cases,Liberia,2015-07-31,3151.0,2015,7
11413,"Cumulative number of confirmed, probable and suspected Ebola cases",Sierra Leone,2015-07-31,13387.0,2015,7
11414,Cumulative number of confirmed Ebola cases,Sierra Leone,2015-07-31,8694.0,2015,7
11415,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2015-07-31,10666.0,2015,7
11416,Cumulative number of confirmed Ebola deaths,Guinea,2015-07-31,2069.0,2015,7
11417,Cumulative number of confirmed Ebola deaths,Liberia 2,2015-07-31,2.0,2015,7
11418,"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia 2,2015-07-31,6.0,2015,7
11419,Cumulative number of confirmed Ebola cases,Liberia 2,2015-07-31,6.0,2015,7
11420,Cumulative number of probable Ebola cases,Liberia 2,2015-07-31,0.0,2015,7
11421,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia 2,2015-07-31,2.0,2015,7
11422,Cumulative number of confirmed Ebola cases,Italy,2015-07-31,1.0,2015,7
11423,Cumulative number of probable Ebola cases,Italy,2015-07-31,0.0,2015,7
11424,Cumulative number of suspected Ebola cases,Italy,2015-07-31,0.0,2015,7
11425,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-07-31,0.0,2015,7
11426,"Cumulative number of confirmed, probable and suspected Ebola cases",Italy,2015-07-31,1.0,2015,7
11427,Cumulative number of confirmed Ebola cases,United Kingdom,2015-07-31,1.0,2015,7
11428,Cumulative number of probable Ebola cases,United Kingdom,2015-07-31,0.0,2015,7
11429,Cumulative number of suspected Ebola cases,United Kingdom,2015-07-31,0.0,2015,7
11430,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-07-31,0.0,2015,7
11431,"Cumulative number of confirmed, probable and suspected Ebola cases",United Kingdom,2015-07-31,1.0,2015,7
11432,Cumulative number of confirmed Ebola cases,Mali,2015-07-31,7.0,2015,7
11433,Cumulative number of probable Ebola cases,Mali,2015-07-31,1.0,2015,7
11434,Cumulative number of suspected Ebola cases,Mali,2015-07-31,0.0,2015,7
11435,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-07-31,6.0,2015,7
11436,"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2015-07-31,8.0,2015,7
11437,Cumulative number of confirmed Ebola cases,Nigeria,2015-07-31,19.0,2015,7
11438,Cumulative number of probable Ebola cases,Nigeria,2015-07-31,1.0,2015,7
11439,Cumulative number of suspected Ebola cases,Nigeria,2015-07-31,0.0,2015,7
11440,"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2015-07-31,20.0,2015,7
11441,Cumulative number of confirmed Ebola cases,Senegal,2015-07-31,1.0,2015,7
11442,Cumulative number of probable Ebola cases,Senegal,2015-07-31,0.0,2015,7
11443,Cumulative number of suspected Ebola cases,Senegal,2015-07-31,0.0,2015,7
11444,"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2015-07-31,1.0,2015,7
11445,Cumulative number of confirmed Ebola cases,Spain,2015-07-31,1.0,2015,7
11446,Cumulative number of probable Ebola cases,Spain,2015-07-31,0.0,2015,7
11447,Cumulative number of suspected Ebola cases,Spain,2015-07-31,0.0,2015,7
11448,"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2015-07-31,1.0,2015,7
11449,Cumulative number of confirmed Ebola cases,United States of America,2015-07-31,4.0,2015,7
11450,Cumulative number of probable Ebola cases,United States of America,2015-07-31,0.0,2015,7
11451,Cumulative number of suspected Ebola cases,United States of America,2015-07-31,0.0,2015,7
11452,"Cumulative number of confirmed, probable and suspected Ebola cases",United States of America,2015-07-31,4.0,2015,7
11453,Cumulative number of confirmed Ebola deaths,Nigeria,2015-07-31,7.0,2015,7
11454,Cumulative number of probable Ebola deaths,Nigeria,2015-07-31,1.0,2015,7
11455,Cumulative number of suspected Ebola deaths,Nigeria,2015-07-31,0.0,2015,7
11456,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-07-31,8.0,2015,7
11457,Cumulative number of confirmed Ebola deaths,Senegal,2015-07-31,0.0,2015,7
11458,Cumulative number of probable Ebola deaths,Senegal,2015-07-31,0.0,2015,7
11459,Cumulative number of suspected Ebola deaths,Senegal,2015-07-31,0.0,2015,7
11460,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-07-31,0.0,2015,7
11461,Cumulative number of confirmed Ebola deaths,Spain,2015-07-31,0.0,2015,7
