Country ISO-3 Code,Year period,Median year,Region,Other group/Zone,Age,Sex,Urban/Rural,Sample size,Severe wasting,Wasting,Overweight,Stunting,Underweight,Notes
TZA,2015-2016,2015,Kigoma,,0.  - 4.99,Both sexes,Both,522.18372,1.61978,6.04102,2.14361,37.94815,19.39695,
TZA,2015-2016,2015,Lindi,,0.  - 4.99,Both sexes,Both,179.93571,0.44318,1.19572,3.62941,35.21612,10.1133,
TZA,2015-2016,2015,Mara,,0.  - 4.99,Both sexes,Both,488.88202,1.51764,4.09011,2.51654,29.35402,10.17165,
TZA,2015-2016,2015,Morogoro,,0.  - 4.99,Both sexes,Both,403.17261,0.23728,6.0017,2.19079,33.39556,11.47713,
TZA,2015-2016,2015,Pemba North,,0.  - 4.99,Both sexes,Both,51.48096,2.19732,8.73944,4.9492,34.13795,17.29415,
TZA,2015-2016,2015,Pwani,,0.  - 4.99,Both sexes,Both,201.12323,0.397,4.29075,3.44451,30.03207,11.49655,
TZA,2015-2016,2015,Iringa,,0.  - 4.99,Both sexes,Both,168.48857,0.8676,3.57989,7.95015,41.64969,13.80189,
TZA,2015-2016,2015,Kagera,,0.  - 4.99,Both sexes,Both,551.75439,0.49962,2.31793,2.19037,41.68627,17.38152,
TZA,2015-2016,2015,Katavi,,0.  - 4.99,Both sexes,Both,135.50961,1.17566,3.42055,4.91853,38.83796,15.38669,
TZA,2015-2016,2015,Kilimanjaro,,0.  - 4.99,Both sexes,Both,183.74249,2.23445,3.10089,8.95504,29.04911,9.20341,
TZA,2015-2016,2015,Mjini Magharibi,,0.  - 4.99,Both sexes,Both,96.49889,1.06463,5.36939,2.46292,16.45995,10.56133,
TZA,2015-2016,2015,Dar Es Salaam,,0.  - 4.99,Both sexes,Both,638.73627,0.6647,4.73591,3.00742,14.88451,6.41627,
TZA,2015-2016,2015,Dodoma,,0.  - 4.99,Both sexes,Both,418.82523,1.89507,5.52917,2.08095,36.48592,17.07829,
TZA,2015-2016,2015,Mbeya,,0.  - 4.99,Both sexes,Both,535.88745,0.53536,4.7322,8.24554,37.69079,12.24188,
TZA,2015-2016,2015,Pemba South,,0.  - 4.99,Both sexes,Both,44.21798,2.17484,8.99428,2.82917,23.78649,13.75633,
TZA,2015-2016,2015,Tabora,,0.  - 4.99,Both sexes,Both,692.00385,1.0913,3.52646,3.22298,27.85629,10.12106,
TZA,2015-2016,2015,Tanga,,0.  - 4.99,Both sexes,Both,430.0238,0.96784,3.40358,6.5356,39.42473,12.61626,
TZA,2015-2016,2015,Arusha,,0.  - 4.99,Both sexes,Both,333.61688,2.38307,6.90427,3.94441,36.03569,20.08409,
TZA,2015-2016,2015,Geita,,0.  - 4.99,Both sexes,Both,458.79855,2.73777,6.2469,3.08395,40.45877,16.17044,
TZA,2015-2016,2015,Kusini Unguja,,0.  - 4.99,Both sexes,Both,27.41355,1.76877,7.9343,2.50004,27.22706,17.70654,
TZA,2015-2016,2015,Manyara,,0.  - 4.99,Both sexes,Both,338.29703,2.35183,6.37259,3.91041,36.03762,17.0229,
TZA,2015-2016,2015,Mtwara,,0.  - 4.99,Both sexes,Both,213.83925,0.0,3.21538,3.62786,37.73007,15.21163,
TZA,2015-2016,2015,Mwanza,,0.  - 4.99,Both sexes,Both,776.91913,1.416,4.33517,4.87815,38.56822,14.10325,
TZA,2015-2016,2015,Njombe,,0.  - 4.99,Both sexes,Both,123.91167,0.99385,1.86244,5.24438,49.3973,9.72509,
TZA,2015-2016,2015,Rukwa,,0.  - 4.99,Both sexes,Both,267.73764,2.24655,5.25376,4.8244,56.29435,22.95195,
TZA,2015-2016,2015,Ruvuma,,0.  - 4.99,Both sexes,Both,247.28578,1.03401,2.56542,3.16638,44.39944,12.27417,
TZA,2015-2016,2015,Shinyanga,,0.  - 4.99,Both sexes,Both,456.52963,0.69074,3.26719,3.08139,27.70186,12.29899,
TZA,2015-2016,2015,Simiyu,,0.  - 4.99,Both sexes,Both,509.24014,0.82566,5.00985,1.38931,33.28448,14.61397,
TZA,2015-2016,2015,Singida,,0.  - 4.99,Both sexes,Both,347.23926,1.03694,4.74929,1.83315,29.152,11.74361,
UGA,2016,2016,,,0.  - 4.99,Both sexes,Both,5136.1797,1.30651,3.47233,3.74864,28.91719,10.35488,
UGA,2016,2016,,,0.  - 0.49,Both sexes,Both,471.3009,4.57003,7.55027,9.72738,11.81186,9.85712,
UGA,2016,2016,,,0.50 - 0.99,Both sexes,Both,522.03595,3.2006,8.74927,5.42614,16.17271,12.321,
UGA,2016,2016,,,1.  - 1.99,Both sexes,Both,1018.1215,1.31014,3.9928,4.58512,35.85432,11.69527,
UGA,2016,2016,,,2.  - 2.99,Both sexes,Both,1066.0122,0.40362,2.24473,2.76111,36.78497,11.32129,
UGA,2016,2016,,,3.  - 3.99,Both sexes,Both,1042.4039,0.75051,1.76569,2.41558,32.6902,9.87019,
UGA,2016,2016,,,4.  - 4.99,Both sexes,Both,1016.3053,0.2935,1.37143,1.99301,24.33286,7.71645,
UGA,2016,2016,,,0.  - 4.99,Male,Both,2582.1538,1.6383,4.06698,4.88202,30.93878,11.30909,
UGA,2016,2016,,,0.  - 0.49,Male,Both,238.60577,6.02831,9.04463,13.79199,12.19483,9.22084,
UGA,2016,2016,,,0.50 - 0.99,Male,Both,253.8246,4.81806,11.37009,5.84381,19.05689,14.68928,
UGA,2016,2016,,,1.  - 1.99,Male,Both,527.97675,1.94895,5.37821,6.43868,39.58586,15.07853,
UGA,2016,2016,,,2.  - 2.99,Male,Both,546.56848,0.22452,1.32709,2.83901,38.80611,12.84167,
UGA,2016,2016,,,3.  - 3.99,Male,Both,499.1637,0.33739,1.59361,3.32849,33.89281,9.03012,
UGA,2016,2016,,,4.  - 4.99,Male,Both,516.0144,0.23159,1.82241,2.656,25.61507,7.33642,
UGA,2016,2016,,,0.  - 4.99,Female,Both,2554.0261,0.9707,2.87045,2.6015,26.87873,9.39015,
UGA,2016,2016,,,0.  - 0.49,Female,Both,232.69513,3.01048,5.95214,5.38053,11.41431,10.50955,
UGA,2016,2016,,,0.50 - 0.99,Female,Both,268.21133,1.66167,6.25566,5.02875,13.44683,10.07975,
UGA,2016,2016,,,1.  - 1.99,Female,Both,490.14471,0.6259,2.50885,2.59972,31.92132,8.05086,
UGA,2016,2016,,,2.  - 2.99,Female,Both,519.44366,0.59259,3.21295,2.67891,34.66522,9.72152,
UGA,2016,2016,,,3.  - 3.99,Female,Both,543.2403,1.12986,1.92371,1.57732,31.58559,10.64211,
UGA,2016,2016,,,4.  - 4.99,Female,Both,500.29086,0.35759,0.90451,1.30658,23.00002,8.10843,
UGA,2016,2016,,,0.  - 4.99,Both sexes,Urban,977.60907,0.91016,2.87574,2.84269,23.46829,7.47406,
UGA,2016,2016,,,0.  - 4.99,Both sexes,Rural,4158.5708,1.39969,3.61257,3.96161,30.20241,11.03211,
UGA,2016,2016,Busoga,,0.  - 4.99,Both sexes,Both,541.33179,0.88142,3.60729,5.07154,28.9904,9.37276,
UGA,2016,2016,Central 1,,0.  - 4.99,Both sexes,Both,618.14771,0.33222,1.09766,2.33884,26.66648,7.49091,
UGA,2016,2016,Central 2,,0.  - 4.99,Both sexes,Both,523.51874,0.91435,2.28468,3.36855,28.04636,7.49635,
UGA,2016,2016,Karamoja,,0.  - 4.99,Both sexes,Both,120.73064,3.01435,10.04697,1.5179,35.227,25.83584,
UGA,2016,2016,Lango,,0.  - 4.99,Both sexes,Both,289.38516,2.19095,4.31642,3.54886,22.30178,6.89528,
UGA,2016,2016,Teso,,0.  - 4.99,Both sexes,Both,322.30099,0.26372,2.24005,2.77956,14.33749,4.02982,
UGA,2016,2016,West Nile,,0.  - 4.99,Both sexes,Both,350.74194,5.30241,10.43217,3.05478,33.88252,16.42351,
UGA,2016,2016,Bugishu,,0.  - 4.99,Both sexes,Both,246.80762,2.70184,5.00482,3.80944,35.97336,14.18696,
UGA,2016,2016,Bukedi,,0.  - 4.99,Both sexes,Both,363.81003,1.04504,2.77577,1.54732,22.77917,11.98327,
UGA,2016,2016,Ankole,,0.  - 4.99,Both sexes,Both,399.86145,0.62897,1.52457,4.25222,29.298,9.37862,
UGA,2016,2016,Bunyoro,,0.  - 4.99,Both sexes,Both,314.98792,0.13766,2.32437,3.83252,34.4927,9.07094,
UGA,2016,2016,Tooro,,0.  - 4.99,Both sexes,Both,457.85391,1.34577,3.39164,5.27391,40.62164,13.25986,
UGA,2016,2016,Acholi,,0.  - 4.99,Both sexes,Both,270.64471,1.15184,3.63429,4.36509,30.57011,15.39539,
UGA,2016,2016,Kampala,,0.  - 4.99,Both sexes,Both,147.78105,1.36103,3.93561,3.89015,18.14352,6.98312,
UGA,2016,2016,Kigezi,,0.  - 4.99,Both sexes,Both,168.276,1.26122,3.6542,9.05395,30.74979,9.76829,
ZAF,2016,2016,,,0.  - 4.99,Both sexes,Both,1416.0,0.6,2.5,13.3,27.4,5.9,(pending reanalysis)
