IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2018,false,,,,,,,,,,,,,11991146,,,,,,"11,991,146",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AMR,Americas,Country,NIC,Nicaragua,Year,2018,false,,,,,,,,,,,,,15934,,,,,,"15,934",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AMR,Americas,Country,GUY,Guyana,Year,2018,false,,,,,,,,,,,,,17038,,,,,,"17,038",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2018,false,,,,,,,,,,,,,171075,,,,,,"171,075",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AFR,Africa,Country,MRT,Mauritania,Year,2018,false,,,,,,,,,,,,,175841,,,,,,"175,841",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2018,false,,,,,,,,,,,,,18208440,,,,,,"18,208,440",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AFR,Africa,Country,COM,Comoros,Year,2018,false,,,,,,,,,,,,,19682,,,,,,"19,682",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AMR,Americas,Country,BRA,Brazil,Year,2018,false,,,,,,,,,,,,,194573,,,,,,"194,573",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2018,false,,,,,,,,,,,,,2,,,,,,2,,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AMR,Americas,Country,SLV,El Salvador,Year,2018,false,,,,,,,,,,,,,2,,,,,,2,,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AFR,Africa,Country,TGO,Togo,Year,2018,false,,,,,,,,,,,,,2002877,,,,,,"2,002,877",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AFR,Africa,Country,BEN,Benin,Year,2018,false,,,,,,,,,,,,,2255946,,,,,,"2,255,946",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,WPR,Western Pacific,Country,CHN,China,Year,2018,false,,,,,,,,,,,,,2511,,,,,,"2,511",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AFR,Africa,Country,MLI,Mali,Year,2018,false,,,,,,,,,,,,,2614104,,,,,,"2,614,104",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2018,false,,,,,,,,,,,,,2711,,,,,,"2,711",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2018,false,,,,,,,,,,,,,2930,,,,,,"2,930",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2018,false,,,,,,,,,,,,,2940,,,,,,"2,940",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AFR,Africa,Country,NGA,Nigeria,Year,2018,false,,,,,,,,,,,,,20482380,,,,,,"20,482,380",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2018,false,,,,,,,,,,,,,21,,,,,,21,,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2018,false,,,,,,,,,,,,,222136,,,,,,"222,136",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AMR,Americas,Country,ARG,Argentina,Year,2018,false,,,,,,,,,,,,,23,,,,,,23,,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2018,false,,,,,,,,,,,,,233143,,,,,,"233,143",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AMR,Americas,Country,SUR,Suriname,Year,2018,false,,,,,,,,,,,,,235,,,,,,235,,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2018,false,,,,,,,,,,,,,25319,,,,,,"25,319",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2018,false,,,,,,,,,,,,,264018,,,,,,"264,018",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2018,false,,,,,,,,,,,,,299863,,,,,,"299,863",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AMR,Americas,Country,GTM,Guatemala,Year,2018,false,,,,,,,,,,,,,3021,,,,,,"3,021",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AFR,Africa,Country,NER,Niger,Year,2018,false,,,,,,,,,,,,,3358058,,,,,,"3,358,058",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AFR,Africa,Country,CMR,Cameroon,Year,2018,false,,,,,,,,,,,,,3550183,,,,,,"3,550,183",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2018,false,,,,,,,,,,,,,3616920,,,,,,"3,616,920",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,Year,2018,false,,,,,,,,,,,,,3698,,,,,,"3,698",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2018,false,,,,,,,,,,,,,31030,,,,,,"31,030",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AFR,Africa,Country,COG,Congo,Year,2018,false,,,,,,,,,,,,,324615,,,,,,"324,615",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AFR,Africa,Country,NAM,Namibia,Year,2018,false,,,,,,,,,,,,,36451,,,,,,"36,451",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AFR,Africa,Country,RWA,Rwanda,Year,2018,false,,,,,,,,,,,,,4231883,,,,,,"4,231,883",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2018,false,,,,,,,,,,,,,4630,,,,,,"4,630",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2018,false,,,,,,,,,,,,,4641,,,,,,"4,641",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AFR,Africa,Country,SSD,South Sudan,Year,2018,false,,,,,,,,,,,,,4697506,,,,,,"4,697,506",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,SEAR,South-East Asia,Country,IND,India,Year,2018,false,,,,,,,,,,,,,429928,,,,,,"429,928",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AMR,Americas,Country,PER,Peru,Year,2018,false,,,,,,,,,,,,,45619,,,,,,"45,619",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2018,false,,,,,,,,,,,,,48,,,,,,48,,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AFR,Africa,Country,ERI,Eritrea,Year,2018,false,,,,,,,,,,,,,48326,,,,,,"48,326",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2018,false,,,,,,,,,,,,,484,,,,,,484,,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AFR,Africa,Country,BDI,Burundi,Year,2018,false,,,,,,,,,,,,,5149436,,,,,,"5,149,436",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2018,false,,,,,,,,,,,,,5189974,,,,,,"5,189,974",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AFR,Africa,Country,ZMB,Zambia,Year,2018,false,,,,,,,,,,,,,5195723,,,,,,"5,195,723",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2018,false,,,,,,,,,,,,,5354,,,,,,"5,354",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AFR,Africa,Country,MWI,Malawi,Year,2018,false,,,,,,,,,,,,,5865476,,,,,,"5,865,476",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AFR,Africa,Country,AGO,Angola,Year,2018,false,,,,,,,,,,,,,5928260,,,,,,"5,928,260",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2018,false,,,,,,,,,,,,,522059,,,,,,"522,059",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AFR,Africa,Country,SEN,Senegal,Year,2018,false,,,,,,,,,,,,,536745,,,,,,"536,745",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2018,false,,,,,,,,,,,,,54,,,,,,54,,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2018,false,,,,,,,,,,,,,576,,,,,,576,,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AFR,Africa,Country,BWA,Botswana,Year,2018,false,,,,,,,,,,,,,585,,,,,,585,,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,EUR,Europe,Country,ARM,Armenia,Year,2018,false,,,,,,,,,,,,,6,,,,,,6,,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2018,false,,,,,,,,,,,,,6219125,,,,,,"6,219,125",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2018,false,,,,,,,,,,,,,6750,,,,,,"6,750",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2018,false,,,,,,,,,,,,,6870,,,,,,"6,870",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2018,false,,,,,,,,,,,,,62582,,,,,,"62,582",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2018,false,,,,,,,,,,,,,625,,,,,,625,,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AMR,Americas,Country,COL,Colombia,Year,2018,false,,,,,,,,,,,,,63143,,,,,,"63,143",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2018,false,,,,,,,,,,,,,644,,,,,,644,,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AMR,Americas,Country,HND,Honduras,Year,2018,false,,,,,,,,,,,,,653,,,,,,653,,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AMR,Americas,Country,BLZ,Belize,Year,2018,false,,,,,,,,,,,,,7,,,,,,7,,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AMR,Americas,Country,PAN,Panama,Year,2018,false,,,,,,,,,,,,,715,,,,,,715,,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2018,false,,,,,,,,,,,,,72430,,,,,,"72,430",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2018,false,,,,,,,,,,,,,76518,,,,,,"76,518",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AFR,Africa,Country,GAB,Gabon,Year,2018,false,,,,,,,,,,,,,797278,,,,,,"797,278",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2018,false,,,,,,,,,,,,,8,,,,,,8,,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AFR,Africa,Country,UGA,Uganda,Year,2018,false,,,,,,,,,,,,,8522824,,,,,,"8,522,824",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AMR,Americas,Country,HTI,Haiti,Year,2018,false,,,,,,,,,,,,,8828,,,,,,"8,828",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AMR,Americas,Country,MEX,Mexico,Year,2018,false,,,,,,,,,,,,,826,,,,,,826,,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AFR,Africa,Country,GMB,Gambia,Year,2018,false,,,,,,,,,,,,,88654,,,,,,"88,654",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,EUR,Europe,Country,GEO,Georgia,Year,2018,false,,,,,,,,,,,,,9,,,,,,9,,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2018,false,,,,,,,,,,,,,9038,,,,,,"9,038",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2018,false,,,,,,,,,,,,,940693,,,,,,"940,693",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2018,false,,,,,,,,,,,,,957,,,,,,957,,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2018,false,,,,,,,,,,,,,995157,,,,,,"995,157",,,EN,2022-02-09T23:00:00.000Z
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),numeric,EUR,Europe,Country,TUR,Turkey,Year,2017,true,,,,,,,,,,,,,214,,,,,,214,,,EN,2022-02-09T23:00:00.000Z
